timestamp,user,device,event_type,process_name,command_line,file_path,file_size,data_sensitivity
2026-01-01T19:49:58,peer4,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-01T20:02:26,peer1,corp-laptop-22,process_start,code.exe,code.exe,,,
2026-01-01T20:20:20,peer1,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-01T21:31:56,peer4,corp-laptop-14,process_start,git,git,,,
2026-01-01T21:43:16,peer5,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-01T21:56:06,peer1,corp-laptop-22,process_start,git,git,,,
2026-01-01T22:26:54,engineer.a,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-01T22:42:30,peer2,corp-workstation-7,process_start,make,make,,,
2026-01-01T23:41:09,peer2,corp-workstation-7,process_start,python,python,,,
2026-01-02T00:23:27,peer1,corp-laptop-22,process_start,git,git,,,
2026-01-02T00:30:27,peer3,corp-workstation-7,process_start,chrome.exe,chrome.exe,,,
2026-01-02T02:19:25,peer5,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-02T03:20:47,peer2,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-02T03:24:39,peer1,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-02T03:53:02,engineer.a,corp-laptop-22,process_start,make,make,,,
2026-01-02T03:55:33,peer1,corp-laptop-22,process_start,code.exe,code.exe,,,
2026-01-02T03:55:41,peer4,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-02T04:35:37,peer4,corp-laptop-22,process_start,code.exe,code.exe,,,
2026-01-02T04:40:42,peer1,corp-laptop-22,process_start,make,make,,,
2026-01-02T05:40:07,peer2,corp-laptop-22,process_start,make,make,,,
2026-01-02T05:46:55,engineer.a,corp-laptop-22,process_start,code.exe,code.exe,,,
2026-01-02T06:08:09,peer3,corp-workstation-7,process_start,chrome.exe,chrome.exe,,,
2026-01-02T08:40:09,engineer.a,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-02T08:44:59,peer5,corp-laptop-14,process_start,python,python,,,
2026-01-02T09:17:08,peer2,corp-laptop-22,process_start,git,git,,,
2026-01-02T09:26:47,engineer.a,corp-laptop-22,process_start,code.exe,code.exe,,,
2026-01-02T09:39:04,peer5,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-02T09:46:02,peer3,corp-workstation-7,process_start,make,make,,,
2026-01-02T12:05:07,engineer.a,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-02T13:35:45,peer1,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-02T14:45:40,peer2,corp-laptop-22,process_start,code.exe,code.exe,,,
2026-01-02T14:56:42,peer4,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-02T15:04:38,peer1,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-02T15:18:25,peer5,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-02T16:04:53,peer1,corp-laptop-22,process_start,python,python,,,
2026-01-02T16:26:22,peer1,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-02T16:42:32,engineer.a,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-02T17:07:34,engineer.a,corp-laptop-22,process_start,git,git,,,
2026-01-02T17:24:21,peer4,corp-laptop-22,process_start,docker,docker,,,
2026-01-02T17:37:50,peer2,corp-laptop-22,process_start,python,python,,,
2026-01-02T17:53:43,peer4,corp-laptop-22,process_start,python,python,,,
2026-01-02T17:54:04,peer4,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-02T17:57:13,peer3,corp-workstation-7,process_start,chrome.exe,chrome.exe,,,
2026-01-02T18:40:38,peer5,corp-laptop-14,process_start,git,git,,,
2026-01-02T19:05:23,engineer.a,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-02T19:56:40,peer1,corp-laptop-22,process_start,make,make,,,
2026-01-02T20:30:22,peer2,corp-laptop-22,process_start,code.exe,code.exe,,,
2026-01-02T21:00:25,peer4,corp-laptop-22,process_start,code.exe,code.exe,,,
2026-01-02T21:05:32,peer5,corp-laptop-14,process_start,python,python,,,
2026-01-02T21:27:39,peer5,corp-laptop-14,process_start,make,make,,,
2026-01-02T21:32:01,peer3,corp-workstation-7,process_start,chrome.exe,chrome.exe,,,
2026-01-02T21:54:54,peer5,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-02T21:57:40,peer4,corp-laptop-22,process_start,make,make,,,
2026-01-02T22:15:22,engineer.a,corp-laptop-22,process_start,docker,docker,,,
2026-01-02T22:34:47,peer5,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-02T22:48:06,peer1,corp-laptop-22,process_start,git,git,,,
2026-01-02T22:49:40,peer3,corp-workstation-7,process_start,code.exe,code.exe,,,
2026-01-03T00:03:08,peer3,corp-workstation-7,process_start,chrome.exe,chrome.exe,,,
2026-01-03T00:11:53,peer5,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-03T00:13:50,peer4,corp-laptop-14,process_start,git,git,,,
2026-01-03T00:17:13,peer2,corp-laptop-14,process_start,make,make,,,
2026-01-03T01:15:46,peer5,corp-laptop-22,process_start,code.exe,code.exe,,,
2026-01-03T02:27:09,peer3,corp-workstation-7,process_start,code.exe,code.exe,,,
2026-01-03T03:31:36,peer3,corp-workstation-7,process_start,git,git,,,
2026-01-03T05:58:30,peer5,corp-laptop-22,process_start,python,python,,,
2026-01-03T07:09:56,engineer.a,corp-laptop-14,process_start,docker,docker,,,
2026-01-03T07:18:13,peer2,corp-laptop-14,process_start,python,python,,,
2026-01-03T07:27:51,peer3,corp-workstation-7,process_start,code.exe,code.exe,,,
2026-01-03T08:58:34,peer3,corp-workstation-7,process_start,chrome.exe,chrome.exe,,,
2026-01-03T09:05:38,peer4,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-03T09:53:24,peer3,corp-workstation-7,process_start,python,python,,,
2026-01-03T10:16:36,peer1,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-03T10:17:57,engineer.a,corp-laptop-14,process_start,make,make,,,
2026-01-03T10:31:54,engineer.a,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-03T11:10:26,peer1,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-03T11:25:08,peer3,corp-workstation-7,process_start,chrome.exe,chrome.exe,,,
2026-01-03T11:45:48,peer3,corp-workstation-7,process_start,git,git,,,
2026-01-03T11:52:59,peer5,corp-laptop-22,process_start,code.exe,code.exe,,,
2026-01-03T12:11:42,peer2,corp-laptop-14,process_start,git,git,,,
2026-01-03T12:38:01,peer1,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-03T13:00:19,peer1,corp-laptop-14,process_start,python,python,,,
2026-01-03T13:18:57,engineer.a,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-03T13:50:35,peer4,corp-laptop-14,process_start,python,python,,,
2026-01-03T13:54:10,peer2,corp-laptop-14,process_start,git,git,,,
2026-01-03T14:06:09,peer1,corp-laptop-14,process_start,git,git,,,
2026-01-03T14:07:23,peer4,corp-laptop-14,process_start,python,python,,,
2026-01-03T16:13:57,peer4,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-03T16:28:16,peer4,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-03T17:24:11,peer2,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-03T18:05:55,engineer.a,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-03T19:02:05,peer5,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-03T19:09:58,peer4,corp-laptop-14,process_start,python,python,,,
2026-01-03T19:29:05,peer1,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-03T20:18:47,peer1,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-03T21:12:12,peer1,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-03T21:30:41,engineer.a,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-03T23:40:24,peer1,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-04T01:04:32,peer5,corp-laptop-22,process_start,python,python,,,
2026-01-04T01:28:41,engineer.a,corp-workstation-7,process_start,python,python,,,
2026-01-04T02:29:27,peer4,corp-workstation-7,process_start,python,python,,,
2026-01-04T02:31:54,peer4,corp-workstation-7,process_start,chrome.exe,chrome.exe,,,
2026-01-04T03:14:26,peer3,corp-laptop-11,process_start,git,git,,,
2026-01-04T03:25:55,peer5,corp-laptop-22,process_start,code.exe,code.exe,,,
2026-01-04T03:31:10,engineer.a,corp-workstation-7,process_start,code.exe,code.exe,,,
2026-01-04T03:33:56,peer1,corp-laptop-11,process_start,code.exe,code.exe,,,
2026-01-04T05:33:43,peer3,corp-laptop-11,process_start,code.exe,code.exe,,,
2026-01-04T05:41:48,peer1,corp-laptop-11,process_start,python,python,,,
2026-01-04T06:13:50,peer4,corp-workstation-7,process_start,python,python,,,
2026-01-04T07:09:36,peer2,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-04T07:16:08,peer5,corp-laptop-22,process_start,docker,docker,,,
2026-01-04T08:07:26,engineer.a,corp-workstation-7,process_start,code.exe,code.exe,,,
2026-01-04T08:44:06,peer1,corp-laptop-11,process_start,make,make,,,
2026-01-04T09:22:45,engineer.a,corp-workstation-7,process_start,code.exe,code.exe,,,
2026-01-04T10:24:00,engineer.a,corp-workstation-7,process_start,python,python,,,
2026-01-04T10:37:14,peer4,corp-workstation-7,process_start,chrome.exe,chrome.exe,,,
2026-01-04T11:01:02,peer2,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-04T13:04:18,engineer.a,corp-workstation-7,process_start,python,python,,,
2026-01-04T13:59:04,peer3,corp-laptop-11,process_start,python,python,,,
2026-01-04T14:32:05,peer2,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-04T14:36:37,engineer.a,corp-workstation-7,process_start,python,python,,,
2026-01-04T15:08:45,engineer.a,corp-workstation-7,process_start,make,make,,,
2026-01-04T15:16:08,peer3,corp-laptop-11,process_start,code.exe,code.exe,,,
2026-01-04T16:30:27,peer5,corp-laptop-22,process_start,make,make,,,
2026-01-04T16:41:18,peer1,corp-laptop-11,process_start,code.exe,code.exe,,,
2026-01-04T17:03:24,engineer.a,corp-workstation-7,process_start,docker,docker,,,
2026-01-04T18:06:36,peer4,corp-workstation-7,process_start,code.exe,code.exe,,,
2026-01-04T18:13:15,peer3,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-04T19:48:07,peer4,corp-workstation-7,process_start,python,python,,,
2026-01-04T20:21:34,peer2,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-04T20:23:15,peer2,corp-laptop-22,process_start,python,python,,,
2026-01-04T20:39:39,peer1,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-04T20:39:54,engineer.a,corp-workstation-7,process_start,make,make,,,
2026-01-04T20:44:50,peer5,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-04T21:39:03,peer3,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-04T21:41:54,peer3,corp-laptop-11,process_start,make,make,,,
2026-01-04T21:47:05,peer4,corp-workstation-7,process_start,python,python,,,
2026-01-04T22:02:19,peer4,corp-workstation-7,process_start,python,python,,,
2026-01-04T22:17:40,peer1,corp-laptop-11,process_start,git,git,,,
2026-01-04T22:47:55,peer5,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-04T23:29:35,peer3,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-04T23:37:04,peer3,corp-laptop-11,process_start,make,make,,,
2026-01-04T23:49:01,peer2,corp-laptop-22,process_start,code.exe,code.exe,,,
2026-01-04T23:59:03,peer2,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-05T00:34:58,peer2,corp-workstation-7,process_start,git,git,,,
2026-01-05T01:03:16,peer3,corp-laptop-11,process_start,code.exe,code.exe,,,
2026-01-05T01:46:22,peer2,corp-workstation-7,process_start,docker,docker,,,
2026-01-05T02:44:06,peer1,corp-laptop-11,process_start,git,git,,,
2026-01-05T05:21:33,peer3,corp-laptop-11,process_start,code.exe,code.exe,,,
2026-01-05T05:59:53,peer5,corp-laptop-14,process_start,make,make,,,
2026-01-05T06:09:36,peer5,corp-laptop-14,process_start,make,make,,,
2026-01-05T06:22:12,peer4,corp-laptop-11,process_start,python,python,,,
2026-01-05T06:43:35,engineer.a,corp-workstation-7,process_start,python,python,,,
2026-01-05T06:43:35,engineer.a,corp-workstation-7,process_start,code.exe,code.exe,,,
2026-01-05T07:24:18,peer5,corp-laptop-14,process_start,python,python,,,
2026-01-05T08:55:48,peer3,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-05T10:01:47,peer1,corp-laptop-11,process_start,code.exe,code.exe,,,
2026-01-05T11:59:59,peer3,corp-laptop-11,process_start,make,make,,,
2026-01-05T14:16:47,peer1,corp-laptop-11,process_start,code.exe,code.exe,,,
2026-01-05T14:29:25,peer4,corp-laptop-11,process_start,code.exe,code.exe,,,
2026-01-05T14:46:00,peer5,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-05T14:55:56,peer4,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-05T15:11:36,engineer.a,corp-workstation-7,process_start,chrome.exe,chrome.exe,,,
2026-01-05T16:11:00,engineer.a,corp-workstation-7,process_start,code.exe,code.exe,,,
2026-01-05T16:43:23,peer4,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-05T17:22:40,peer2,corp-workstation-7,process_start,make,make,,,
2026-01-05T17:29:46,peer4,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-05T18:02:55,engineer.a,corp-workstation-7,process_start,chrome.exe,chrome.exe,,,
2026-01-05T18:03:10,peer4,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-05T18:20:20,peer2,corp-workstation-7,process_start,chrome.exe,chrome.exe,,,
2026-01-05T18:41:59,engineer.a,corp-workstation-7,process_start,make,make,,,
2026-01-05T19:30:37,peer5,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-05T20:32:03,peer1,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-05T20:34:04,peer2,corp-workstation-7,process_start,docker,docker,,,
2026-01-05T20:54:25,peer2,corp-workstation-7,process_start,chrome.exe,chrome.exe,,,
2026-01-05T21:02:17,peer5,corp-laptop-14,process_start,make,make,,,
2026-01-05T21:04:01,peer5,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-05T21:08:45,engineer.a,corp-workstation-7,process_start,git,git,,,
2026-01-05T21:29:45,peer2,corp-workstation-7,process_start,docker,docker,,,
2026-01-05T22:59:19,peer5,corp-laptop-14,process_start,python,python,,,
2026-01-05T23:09:05,engineer.a,corp-workstation-7,process_start,chrome.exe,chrome.exe,,,
2026-01-06T01:05:00,peer3,corp-laptop-22,process_start,code.exe,code.exe,,,
2026-01-06T01:38:48,peer3,corp-laptop-22,process_start,make,make,,,
2026-01-06T01:49:49,engineer.a,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-06T01:58:28,peer1,corp-laptop-11,process_start,git,git,,,
2026-01-06T02:22:58,peer1,corp-laptop-11,process_start,code.exe,code.exe,,,
2026-01-06T02:23:41,engineer.a,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-06T03:06:46,engineer.a,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-06T04:08:28,peer1,corp-laptop-11,process_start,git,git,,,
2026-01-06T04:28:08,peer1,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-06T04:42:03,peer5,corp-laptop-22,process_start,code.exe,code.exe,,,
2026-01-06T05:08:49,peer4,corp-laptop-11,process_start,python,python,,,
2026-01-06T05:28:35,peer5,corp-laptop-22,process_start,docker,docker,,,
2026-01-06T05:45:17,peer2,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-06T05:57:20,peer4,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-06T06:17:21,peer3,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-06T06:49:49,peer2,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-06T06:56:24,peer2,corp-laptop-14,process_start,git,git,,,
2026-01-06T07:05:49,peer1,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-06T07:22:46,peer1,corp-laptop-11,process_start,git,git,,,
2026-01-06T07:27:11,peer1,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-06T07:40:00,engineer.a,corp-laptop-14,process_start,python,python,,,
2026-01-06T08:11:36,peer3,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-06T08:17:44,peer3,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-06T08:45:25,peer2,corp-laptop-14,process_start,python,python,,,
2026-01-06T11:18:01,peer3,corp-laptop-22,process_start,code.exe,code.exe,,,
2026-01-06T11:57:16,peer1,corp-laptop-11,process_start,git,git,,,
2026-01-06T12:04:20,peer1,corp-laptop-11,process_start,code.exe,code.exe,,,
2026-01-06T12:38:51,peer5,corp-laptop-22,process_start,code.exe,code.exe,,,
2026-01-06T12:45:10,engineer.a,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-06T12:50:46,peer2,corp-laptop-14,process_start,make,make,,,
2026-01-06T13:02:06,peer1,corp-laptop-11,process_start,code.exe,code.exe,,,
2026-01-06T13:06:30,engineer.a,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-06T13:23:33,engineer.a,corp-laptop-14,process_start,docker,docker,,,
2026-01-06T14:17:06,peer1,corp-laptop-11,process_start,code.exe,code.exe,,,
2026-01-06T14:25:37,engineer.a,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-06T15:08:15,peer2,corp-laptop-14,process_start,make,make,,,
2026-01-06T15:16:35,peer1,corp-laptop-11,process_start,python,python,,,
2026-01-06T15:34:02,peer5,corp-laptop-22,process_start,make,make,,,
2026-01-06T15:53:22,peer1,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-06T16:46:19,peer3,corp-laptop-22,process_start,python,python,,,
2026-01-06T17:33:07,peer2,corp-laptop-14,process_start,make,make,,,
2026-01-06T17:44:57,peer5,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-06T17:50:02,peer3,corp-laptop-22,process_start,code.exe,code.exe,,,
2026-01-06T17:59:59,peer1,corp-laptop-11,process_start,docker,docker,,,
2026-01-06T18:06:03,engineer.a,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-06T18:10:32,peer5,corp-laptop-22,process_start,code.exe,code.exe,,,
2026-01-06T18:13:52,peer5,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-06T18:33:31,peer3,corp-laptop-22,process_start,git,git,,,
2026-01-06T18:52:46,engineer.a,corp-laptop-14,process_start,git,git,,,
2026-01-06T19:13:46,peer5,corp-laptop-22,process_start,python,python,,,
2026-01-06T19:49:01,peer2,corp-laptop-14,process_start,python,python,,,
2026-01-06T21:10:39,peer1,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-06T21:37:05,engineer.a,corp-laptop-14,process_start,python,python,,,
2026-01-06T22:23:29,peer2,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-06T22:34:22,peer2,corp-laptop-14,process_start,make,make,,,
2026-01-07T00:01:00,peer5,corp-laptop-14,process_start,make,make,,,
2026-01-07T00:59:33,peer4,corp-laptop-22,process_start,python,python,,,
2026-01-07T01:10:42,engineer.a,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-07T01:28:52,peer4,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-07T01:31:53,peer2,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-07T02:15:46,peer4,corp-laptop-22,process_start,make,make,,,
2026-01-07T02:45:05,peer5,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-07T03:21:32,peer2,corp-laptop-22,process_start,git,git,,,
2026-01-07T03:50:50,peer5,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-07T04:17:59,peer2,corp-laptop-22,process_start,code.exe,code.exe,,,
2026-01-07T04:18:54,peer1,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-07T04:22:15,engineer.a,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-07T04:28:29,peer4,corp-laptop-22,process_start,git,git,,,
2026-01-07T04:33:29,peer3,corp-laptop-14,process_start,make,make,,,
2026-01-07T04:41:54,engineer.a,corp-laptop-14,process_start,make,make,,,
2026-01-07T04:54:05,peer5,corp-laptop-14,process_start,python,python,,,
2026-01-07T05:12:45,engineer.a,corp-laptop-14,process_start,git,git,,,
2026-01-07T05:50:42,peer1,corp-laptop-11,process_start,docker,docker,,,
2026-01-07T06:42:13,engineer.a,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-07T08:20:15,peer5,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-07T08:57:50,engineer.a,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-07T08:59:20,engineer.a,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-07T09:10:13,peer4,corp-laptop-22,process_start,code.exe,code.exe,,,
2026-01-07T09:17:13,engineer.a,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-07T09:54:27,engineer.a,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-07T10:48:49,peer3,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-07T11:12:35,peer1,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-07T11:23:41,peer3,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-07T11:26:56,engineer.a,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-07T11:51:13,peer5,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-07T12:20:50,peer2,corp-laptop-22,process_start,python,python,,,
2026-01-07T13:00:22,peer4,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-07T13:00:59,peer4,corp-laptop-22,process_start,make,make,,,
2026-01-07T13:03:19,peer3,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-07T13:07:37,peer1,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-07T13:36:58,peer1,corp-laptop-11,process_start,python,python,,,
2026-01-07T14:24:33,peer1,corp-laptop-11,process_start,git,git,,,
2026-01-07T14:40:45,engineer.a,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-07T17:33:52,engineer.a,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-07T17:59:47,peer2,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-07T18:11:24,peer3,corp-laptop-14,process_start,make,make,,,
2026-01-07T19:11:17,peer1,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-07T19:47:59,peer5,corp-laptop-14,process_start,make,make,,,
2026-01-07T20:00:58,peer3,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-07T20:54:18,peer1,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-07T20:54:54,peer2,corp-laptop-22,process_start,code.exe,code.exe,,,
2026-01-07T21:18:48,peer1,corp-laptop-11,process_start,python,python,,,
2026-01-07T21:25:35,engineer.a,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-07T21:39:03,peer4,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-07T21:53:21,engineer.a,corp-laptop-14,process_start,docker,docker,,,
2026-01-07T22:16:13,peer3,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-07T22:27:50,engineer.a,corp-laptop-14,process_start,git,git,,,
2026-01-07T22:33:06,peer1,corp-laptop-11,process_start,chrome.exe,chrome.exe,,,
2026-01-07T22:35:42,peer1,corp-laptop-11,process_start,python,python,,,
2026-01-07T22:56:02,peer3,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-07T23:08:57,peer3,corp-laptop-14,process_start,code.exe,code.exe,,,
2026-01-07T23:21:32,peer4,corp-laptop-22,process_start,chrome.exe,chrome.exe,,,
2026-01-07T23:22:49,engineer.a,corp-laptop-14,process_start,chrome.exe,chrome.exe,,,
2026-01-08T00:29:51,engineer.a,corp-laptop-14,process_start,python,python,,,
2026-01-08T00:54:27,peer5,corp-workstation-7,process_start,code.exe,code.exe,,,
2026-01-08T02:09:43,peer2,corp-workstation-7,process_start,git,git,,,
2026-01-08T03:04:48,peer2,corp-workstation-7,process_start,git,git,,,
