timestamp,user,device,dest_domain,dest_category,http_method,bytes_out,process_name,user_agent
2026-01-01T09:31:52,peer2,corp-laptop-11,mail.personal.example,webmail,GET,22604,chrome.exe,Mozilla/5.0
2026-01-01T09:43:04,peer4,corp-laptop-14,docs.orchid.example,internal,GET,45652,chrome.exe,python-requests/2.x
2026-01-01T09:48:36,peer3,corp-laptop-11,docs.orchid.example,internal,POST,36993,edge.exe,Mozilla/5.0
2026-01-01T09:50:03,peer3,corp-laptop-22,onedrive-personal.example,personal_cloud_storage,GET,29490,chrome.exe,Mozilla/5.0
2026-01-01T10:40:23,engineer.a,corp-laptop-22,docs.orchid.example,internal,GET,6645,chrome.exe,Mozilla/5.0
2026-01-01T10:41:50,peer5,corp-laptop-11,drive.personal.example,personal_cloud_storage,GET,39897,chrome.exe,Mozilla/5.0
2026-01-01T10:47:26,peer4,corp-laptop-14,drive.personal.example,personal_cloud_storage,GET,5441,chrome.exe,Mozilla/5.0
2026-01-01T10:52:40,peer1,corp-laptop-22,git.orchid.example,internal,POST,31964,chrome.exe,Mozilla/5.0
2026-01-01T11:10:37,engineer.a,corp-workstation-7,github.com,code_hosting,POST,34751,chrome.exe,curl/8.0
2026-01-01T11:17:58,peer2,corp-laptop-22,docs.orchid.example,internal,GET,41617,chrome.exe,python-requests/2.x
2026-01-01T11:27:43,peer4,corp-laptop-11,git.orchid.example,internal,GET,9495,python,Mozilla/5.0
2026-01-01T11:30:11,peer5,corp-workstation-7,mail.personal.example,webmail,GET,43897,chrome.exe,Mozilla/5.0
2026-01-01T11:33:37,peer4,corp-laptop-22,drive.personal.example,personal_cloud_storage,GET,24928,chrome.exe,python-requests/2.x
2026-01-01T11:51:05,peer4,corp-workstation-7,git.orchid.example,internal,GET,3041,chrome.exe,Mozilla/5.0
2026-01-01T12:17:02,peer3,corp-workstation-7,intranet.orchid.example,internal,GET,23620,curl,Mozilla/5.0
2026-01-01T12:19:56,peer1,corp-laptop-14,onedrive-personal.example,personal_cloud_storage,GET,48103,chrome.exe,Mozilla/5.0
2026-01-01T12:26:29,peer1,corp-laptop-11,mail.personal.example,webmail,GET,44572,chrome.exe,Mozilla/5.0
2026-01-01T12:52:34,peer3,corp-workstation-7,stackoverflow.com,web,POST,22786,chrome.exe,Mozilla/5.0
2026-01-01T13:13:39,peer3,corp-laptop-11,mail.personal.example,webmail,GET,11467,chrome.exe,curl/8.0
2026-01-01T13:14:13,peer2,corp-laptop-14,mail.personal.example,webmail,GET,499,chrome.exe,python-requests/2.x
2026-01-01T13:38:14,peer3,corp-workstation-7,onedrive-personal.example,personal_cloud_storage,POST,48078,python,Mozilla/5.0
2026-01-01T14:00:17,engineer.a,corp-workstation-7,git.orchid.example,internal,GET,6429,curl,Mozilla/5.0
2026-01-01T14:33:50,peer1,corp-workstation-7,docs.orchid.example,internal,GET,30269,chrome.exe,Mozilla/5.0
2026-01-01T14:58:50,peer4,corp-workstation-7,stackoverflow.com,web,GET,46427,chrome.exe,Mozilla/5.0
2026-01-01T15:22:37,engineer.a,corp-laptop-14,docs.orchid.example,internal,GET,24130,chrome.exe,Mozilla/5.0
2026-01-01T16:03:14,engineer.a,corp-laptop-14,docs.orchid.example,internal,GET,39113,chrome.exe,Mozilla/5.0
2026-01-01T16:06:58,engineer.a,corp-workstation-7,github.com,code_hosting,GET,13300,chrome.exe,Mozilla/5.0
2026-01-01T16:07:37,peer4,corp-workstation-7,mail.personal.example,webmail,GET,21428,chrome.exe,Mozilla/5.0
2026-01-01T16:18:31,peer1,corp-laptop-14,docs.orchid.example,internal,POST,35639,chrome.exe,python-requests/2.x
2026-01-01T17:04:12,peer2,corp-laptop-22,box.example,personal_cloud_storage,GET,1845,chrome.exe,Mozilla/5.0
2026-01-01T17:14:52,peer2,corp-laptop-14,dropbox.example,personal_cloud_storage,GET,19795,git,Mozilla/5.0
2026-01-01T17:15:56,peer1,corp-laptop-14,drive.personal.example,personal_cloud_storage,GET,38085,chrome.exe,Mozilla/5.0
2026-01-01T17:21:16,peer4,corp-laptop-22,git.orchid.example,internal,GET,36152,chrome.exe,Mozilla/5.0
2026-01-01T17:58:41,peer4,corp-workstation-7,git.orchid.example,internal,GET,11911,chrome.exe,Mozilla/5.0
2026-01-01T18:25:34,peer2,corp-laptop-14,mail.personal.example,webmail,GET,49758,edge.exe,Mozilla/5.0
2026-01-01T19:07:41,peer2,corp-workstation-7,stackoverflow.com,web,GET,30101,chrome.exe,Mozilla/5.0
2026-01-01T19:17:28,peer3,corp-laptop-11,git.orchid.example,internal,GET,38368,chrome.exe,Mozilla/5.0
2026-01-01T19:47:16,peer2,corp-laptop-11,dropbox.example,personal_cloud_storage,POST,227,chrome.exe,Mozilla/5.0
2026-01-01T19:51:51,peer3,corp-laptop-11,onedrive-personal.example,personal_cloud_storage,GET,31025,chrome.exe,Mozilla/5.0
2026-01-01T19:59:17,peer4,corp-laptop-14,mail.personal.example,webmail,GET,40436,edge.exe,Mozilla/5.0
2026-01-01T20:26:52,peer4,corp-laptop-22,onedrive-personal.example,personal_cloud_storage,GET,38473,chrome.exe,Mozilla/5.0
2026-01-01T20:39:32,peer2,corp-laptop-11,github.com,code_hosting,PUT,21941,chrome.exe,Mozilla/5.0
2026-01-01T20:55:40,peer3,corp-laptop-14,docs.orchid.example,internal,PUT,34647,chrome.exe,Mozilla/5.0
2026-01-01T20:59:20,peer1,corp-laptop-14,github.com,code_hosting,GET,23799,chrome.exe,Mozilla/5.0
2026-01-01T21:12:52,peer3,corp-workstation-7,stackoverflow.com,web,POST,30505,chrome.exe,python-requests/2.x
2026-01-01T21:25:13,peer2,corp-laptop-14,github.com,code_hosting,GET,25130,curl,Mozilla/5.0
2026-01-01T21:47:31,peer1,corp-laptop-14,box.example,personal_cloud_storage,GET,40669,chrome.exe,Mozilla/5.0
2026-01-01T21:49:04,engineer.a,corp-laptop-14,docs.orchid.example,internal,GET,30353,chrome.exe,Mozilla/5.0
2026-01-01T22:11:22,peer4,corp-laptop-22,box.example,personal_cloud_storage,GET,2436,chrome.exe,Mozilla/5.0
2026-01-01T22:15:34,peer4,corp-laptop-22,docs.orchid.example,internal,GET,49110,chrome.exe,Mozilla/5.0
2026-01-01T23:01:34,peer1,corp-laptop-11,onedrive-personal.example,personal_cloud_storage,GET,44587,chrome.exe,curl/8.0
2026-01-01T23:04:11,peer5,corp-laptop-11,drive.personal.example,personal_cloud_storage,GET,23449,chrome.exe,Mozilla/5.0
2026-01-01T23:10:27,peer2,corp-laptop-22,intranet.orchid.example,internal,GET,29156,curl,Mozilla/5.0
2026-01-01T23:18:42,peer1,corp-laptop-22,github.com,code_hosting,GET,36521,chrome.exe,Mozilla/5.0
2026-01-01T23:22:24,peer3,corp-laptop-14,onedrive-personal.example,personal_cloud_storage,GET,15832,chrome.exe,Mozilla/5.0
2026-01-01T23:23:31,peer5,corp-laptop-11,stackoverflow.com,web,GET,17948,chrome.exe,Mozilla/5.0
2026-01-01T23:46:45,peer4,corp-laptop-22,drive.personal.example,personal_cloud_storage,GET,18492,python,python-requests/2.x
2026-01-01T23:59:48,peer5,corp-laptop-11,artifact.orchid.example,internal,GET,37730,python,Mozilla/5.0
2026-01-02T00:27:37,engineer.a,corp-workstation-7,docs.orchid.example,internal,GET,23433,chrome.exe,Mozilla/5.0
2026-01-02T00:33:33,peer2,corp-workstation-7,mail.personal.example,webmail,GET,8520,chrome.exe,Mozilla/5.0
2026-01-02T00:46:51,peer1,corp-laptop-14,intranet.orchid.example,internal,POST,13794,edge.exe,Mozilla/5.0
2026-01-02T01:14:57,peer2,corp-laptop-14,intranet.orchid.example,internal,GET,35749,chrome.exe,Mozilla/5.0
2026-01-02T01:20:26,engineer.a,corp-laptop-14,docs.orchid.example,internal,GET,10408,chrome.exe,Mozilla/5.0
2026-01-02T01:24:38,engineer.a,corp-laptop-14,box.example,personal_cloud_storage,GET,43514,edge.exe,Mozilla/5.0
2026-01-02T01:29:03,engineer.a,corp-laptop-14,docs.orchid.example,internal,GET,13212,chrome.exe,Mozilla/5.0
2026-01-02T01:31:57,peer2,corp-laptop-14,intranet.orchid.example,internal,GET,28440,python,Mozilla/5.0
2026-01-02T01:32:13,peer3,corp-laptop-11,dropbox.example,personal_cloud_storage,GET,39298,chrome.exe,Mozilla/5.0
2026-01-02T01:58:52,peer3,corp-laptop-11,git.orchid.example,internal,PUT,21580,chrome.exe,Mozilla/5.0
2026-01-02T02:04:47,engineer.a,corp-laptop-14,artifact.orchid.example,internal,GET,6674,chrome.exe,curl/8.0
2026-01-02T02:05:12,peer2,corp-laptop-11,box.example,personal_cloud_storage,POST,40122,chrome.exe,Mozilla/5.0
2026-01-02T02:07:55,engineer.a,corp-workstation-7,artifact.orchid.example,internal,POST,17852,chrome.exe,Mozilla/5.0
2026-01-02T02:09:27,engineer.a,corp-laptop-14,artifact.orchid.example,internal,GET,49218,chrome.exe,Mozilla/5.0
2026-01-02T02:17:25,peer5,corp-laptop-11,dropbox.example,personal_cloud_storage,GET,12371,chrome.exe,Mozilla/5.0
2026-01-02T02:20:19,peer4,corp-laptop-22,git.orchid.example,internal,GET,9486,chrome.exe,Mozilla/5.0
2026-01-02T02:28:07,peer1,corp-laptop-14,onedrive-personal.example,personal_cloud_storage,GET,38385,chrome.exe,Mozilla/5.0
2026-01-02T02:34:08,peer3,corp-workstation-7,box.example,personal_cloud_storage,POST,49499,chrome.exe,Mozilla/5.0
2026-01-02T02:49:01,peer2,corp-laptop-22,github.com,code_hosting,GET,44131,chrome.exe,python-requests/2.x
2026-01-02T03:50:33,peer1,corp-laptop-22,box.example,personal_cloud_storage,GET,47172,chrome.exe,Mozilla/5.0
2026-01-02T03:52:54,peer3,corp-laptop-11,dropbox.example,personal_cloud_storage,GET,15182,git,Mozilla/5.0
2026-01-02T04:12:29,engineer.a,corp-laptop-14,git.orchid.example,internal,GET,27542,chrome.exe,Mozilla/5.0
2026-01-02T04:22:57,peer3,corp-laptop-11,git.orchid.example,internal,GET,48260,chrome.exe,Mozilla/5.0
2026-01-02T04:26:56,peer4,corp-workstation-7,intranet.orchid.example,internal,GET,1385,chrome.exe,Mozilla/5.0
2026-01-02T05:08:10,peer1,corp-laptop-11,github.com,code_hosting,GET,22238,chrome.exe,Mozilla/5.0
2026-01-02T06:11:37,peer2,corp-workstation-7,docs.orchid.example,internal,GET,31411,chrome.exe,python-requests/2.x
2026-01-02T06:48:01,peer3,corp-workstation-7,docs.orchid.example,internal,GET,43273,chrome.exe,Mozilla/5.0
2026-01-02T07:02:23,peer1,corp-workstation-7,docs.orchid.example,internal,GET,40491,chrome.exe,Mozilla/5.0
2026-01-02T07:06:44,peer5,corp-laptop-22,stackoverflow.com,web,GET,3759,chrome.exe,Mozilla/5.0
2026-01-02T07:12:23,peer1,corp-laptop-14,onedrive-personal.example,personal_cloud_storage,GET,17044,chrome.exe,Mozilla/5.0
2026-01-02T07:15:17,peer2,corp-laptop-11,box.example,personal_cloud_storage,GET,27047,chrome.exe,Mozilla/5.0
2026-01-02T07:26:25,peer5,corp-laptop-14,git.orchid.example,internal,GET,20080,edge.exe,Mozilla/5.0
2026-01-02T07:52:40,peer3,corp-laptop-22,mail.personal.example,webmail,GET,39646,chrome.exe,Mozilla/5.0
2026-01-02T08:16:14,peer4,corp-laptop-14,dropbox.example,personal_cloud_storage,GET,6911,edge.exe,curl/8.0
2026-01-02T08:41:55,engineer.a,corp-workstation-7,stackoverflow.com,web,GET,20935,chrome.exe,Mozilla/5.0
2026-01-02T08:46:48,engineer.a,corp-laptop-14,git.orchid.example,internal,GET,33887,chrome.exe,Mozilla/5.0
2026-01-02T08:51:53,peer2,corp-laptop-14,stackoverflow.com,web,POST,38005,chrome.exe,python-requests/2.x
2026-01-02T09:01:13,peer2,corp-workstation-7,mail.personal.example,webmail,GET,3550,python,Mozilla/5.0
2026-01-02T09:06:27,engineer.a,corp-workstation-7,intranet.orchid.example,internal,GET,36375,chrome.exe,Mozilla/5.0
2026-01-02T09:32:52,peer3,corp-laptop-14,git.orchid.example,internal,POST,27264,curl,Mozilla/5.0
2026-01-02T09:41:34,engineer.a,corp-laptop-14,onedrive-personal.example,personal_cloud_storage,GET,34456,chrome.exe,Mozilla/5.0
2026-01-02T09:44:00,peer2,corp-laptop-14,drive.personal.example,personal_cloud_storage,GET,28033,chrome.exe,Mozilla/5.0
2026-01-02T09:52:34,peer5,corp-laptop-14,box.example,personal_cloud_storage,GET,28124,chrome.exe,Mozilla/5.0
2026-01-02T11:09:38,peer5,corp-laptop-22,git.orchid.example,internal,GET,43361,chrome.exe,python-requests/2.x
2026-01-02T11:50:45,peer5,corp-laptop-22,github.com,code_hosting,GET,6316,chrome.exe,Mozilla/5.0
2026-01-02T11:56:14,engineer.a,corp-laptop-14,box.example,personal_cloud_storage,GET,16913,edge.exe,Mozilla/5.0
2026-01-02T12:00:47,peer4,corp-laptop-22,dropbox.example,personal_cloud_storage,GET,8117,chrome.exe,Mozilla/5.0
2026-01-02T12:13:14,engineer.a,corp-laptop-14,dropbox.example,personal_cloud_storage,GET,2572,python,Mozilla/5.0
2026-01-02T12:26:03,peer3,corp-laptop-11,github.com,code_hosting,GET,8652,chrome.exe,Mozilla/5.0
2026-01-02T12:26:57,peer2,corp-laptop-22,github.com,code_hosting,GET,481,chrome.exe,Mozilla/5.0
2026-01-02T12:28:16,peer5,corp-laptop-14,dropbox.example,personal_cloud_storage,GET,18691,chrome.exe,Mozilla/5.0
2026-01-02T12:34:05,peer2,corp-laptop-22,git.orchid.example,internal,POST,18582,chrome.exe,Mozilla/5.0
2026-01-02T12:43:45,peer5,corp-laptop-14,intranet.orchid.example,internal,GET,18219,python,curl/8.0
2026-01-02T12:46:07,peer4,corp-laptop-14,mail.personal.example,webmail,GET,42588,chrome.exe,Mozilla/5.0
2026-01-02T12:53:36,peer4,corp-laptop-22,onedrive-personal.example,personal_cloud_storage,GET,14974,python,Mozilla/5.0
2026-01-02T13:02:47,peer3,corp-laptop-11,stackoverflow.com,web,GET,38551,chrome.exe,Mozilla/5.0
2026-01-02T14:22:53,peer5,corp-workstation-7,onedrive-personal.example,personal_cloud_storage,GET,13053,chrome.exe,Mozilla/5.0
2026-01-02T14:27:11,peer5,corp-laptop-11,intranet.orchid.example,internal,GET,36186,python,Mozilla/5.0
2026-01-02T14:56:58,peer1,corp-workstation-7,github.com,code_hosting,GET,12031,chrome.exe,curl/8.0
2026-01-02T15:49:21,peer5,corp-workstation-7,github.com,code_hosting,GET,28817,chrome.exe,Mozilla/5.0
2026-01-02T15:57:17,peer2,corp-laptop-14,onedrive-personal.example,personal_cloud_storage,GET,24648,chrome.exe,Mozilla/5.0
2026-01-02T16:48:47,engineer.a,corp-laptop-14,docs.orchid.example,internal,GET,22312,chrome.exe,Mozilla/5.0
2026-01-02T17:00:36,peer4,corp-laptop-11,docs.orchid.example,internal,GET,15361,chrome.exe,Mozilla/5.0
2026-01-02T17:05:53,engineer.a,corp-laptop-14,git.orchid.example,internal,GET,26770,git,curl/8.0
2026-01-02T17:32:41,engineer.a,corp-laptop-14,mail.personal.example,webmail,GET,6098,chrome.exe,Mozilla/5.0
2026-01-02T18:32:06,peer3,corp-laptop-11,stackoverflow.com,web,GET,28149,chrome.exe,Mozilla/5.0
2026-01-02T18:41:27,peer4,corp-laptop-14,dropbox.example,personal_cloud_storage,GET,48799,chrome.exe,python-requests/2.x
2026-01-02T18:42:52,peer1,corp-laptop-11,stackoverflow.com,web,GET,2985,chrome.exe,Mozilla/5.0
2026-01-02T18:55:27,engineer.a,corp-laptop-14,git.orchid.example,internal,GET,6202,chrome.exe,Mozilla/5.0
2026-01-02T18:57:08,engineer.a,corp-laptop-14,docs.orchid.example,internal,GET,10180,chrome.exe,Mozilla/5.0
2026-01-02T19:12:44,peer4,corp-laptop-14,artifact.orchid.example,internal,GET,38237,chrome.exe,Mozilla/5.0
2026-01-02T19:22:02,peer2,corp-laptop-14,intranet.orchid.example,internal,GET,45304,chrome.exe,Mozilla/5.0
2026-01-02T19:29:16,peer5,corp-workstation-7,docs.orchid.example,internal,GET,12964,chrome.exe,Mozilla/5.0
2026-01-02T19:45:25,peer4,corp-laptop-11,onedrive-personal.example,personal_cloud_storage,GET,30197,git,Mozilla/5.0
2026-01-02T20:15:56,peer1,corp-laptop-14,github.com,code_hosting,GET,21530,chrome.exe,Mozilla/5.0
2026-01-02T20:46:27,engineer.a,corp-workstation-7,docs.orchid.example,internal,GET,45443,chrome.exe,Mozilla/5.0
2026-01-02T20:55:06,peer4,corp-laptop-14,artifact.orchid.example,internal,GET,4051,chrome.exe,Mozilla/5.0
2026-01-02T21:04:50,peer4,corp-workstation-7,artifact.orchid.example,internal,GET,30622,curl,Mozilla/5.0
2026-01-02T21:08:07,engineer.a,corp-workstation-7,git.orchid.example,internal,POST,41435,git,Mozilla/5.0
2026-01-02T21:35:30,peer4,corp-workstation-7,drive.personal.example,personal_cloud_storage,GET,23833,curl,Mozilla/5.0
2026-01-02T21:38:24,peer4,corp-workstation-7,docs.orchid.example,internal,GET,38730,chrome.exe,Mozilla/5.0
2026-01-02T21:38:54,peer4,corp-laptop-22,dropbox.example,personal_cloud_storage,GET,29068,chrome.exe,python-requests/2.x
2026-01-02T21:54:06,peer4,corp-laptop-14,dropbox.example,personal_cloud_storage,GET,5526,chrome.exe,Mozilla/5.0
2026-01-02T22:01:06,peer5,corp-workstation-7,stackoverflow.com,web,GET,16094,edge.exe,Mozilla/5.0
2026-01-02T22:17:38,peer4,corp-laptop-22,artifact.orchid.example,internal,GET,46926,edge.exe,Mozilla/5.0
2026-01-02T22:20:26,peer3,corp-laptop-11,artifact.orchid.example,internal,GET,39728,edge.exe,Mozilla/5.0
2026-01-02T22:21:18,peer4,corp-laptop-14,drive.personal.example,personal_cloud_storage,GET,30920,chrome.exe,Mozilla/5.0
2026-01-02T22:26:01,peer5,corp-laptop-11,mail.personal.example,webmail,GET,746,chrome.exe,Mozilla/5.0
2026-01-02T23:00:05,peer5,corp-laptop-22,intranet.orchid.example,internal,GET,17058,chrome.exe,python-requests/2.x
2026-01-02T23:08:58,peer1,corp-workstation-7,onedrive-personal.example,personal_cloud_storage,POST,20536,chrome.exe,Mozilla/5.0
2026-01-02T23:11:51,peer1,corp-laptop-22,github.com,code_hosting,GET,12559,curl,python-requests/2.x
2026-01-02T23:42:05,engineer.a,corp-laptop-14,git.orchid.example,internal,GET,28025,python,Mozilla/5.0
2026-01-03T01:05:48,peer2,corp-laptop-22,intranet.orchid.example,internal,GET,20109,chrome.exe,Mozilla/5.0
2026-01-03T01:22:29,engineer.a,corp-laptop-14,git.orchid.example,internal,GET,38563,chrome.exe,curl/8.0
2026-01-03T01:43:02,peer4,corp-laptop-22,dropbox.example,personal_cloud_storage,GET,8007,chrome.exe,curl/8.0
2026-01-03T01:43:15,peer3,corp-laptop-22,github.com,code_hosting,POST,22205,chrome.exe,Mozilla/5.0
2026-01-03T01:47:53,peer3,corp-workstation-7,box.example,personal_cloud_storage,GET,49983,curl,curl/8.0
2026-01-03T01:55:56,engineer.a,corp-workstation-7,git.orchid.example,internal,GET,32561,python,Mozilla/5.0
2026-01-03T02:01:35,peer2,corp-laptop-11,drive.personal.example,personal_cloud_storage,GET,17968,python,Mozilla/5.0
2026-01-03T02:04:55,peer2,corp-laptop-22,drive.personal.example,personal_cloud_storage,GET,19845,chrome.exe,Mozilla/5.0
2026-01-03T02:05:28,peer4,corp-laptop-14,dropbox.example,personal_cloud_storage,GET,5205,chrome.exe,Mozilla/5.0
2026-01-03T02:15:54,peer2,corp-laptop-14,onedrive-personal.example,personal_cloud_storage,POST,37407,edge.exe,Mozilla/5.0
2026-01-03T02:19:23,peer4,corp-laptop-22,stackoverflow.com,web,GET,33709,chrome.exe,Mozilla/5.0
2026-01-03T02:25:24,engineer.a,corp-laptop-14,docs.orchid.example,internal,GET,8579,curl,Mozilla/5.0
2026-01-03T02:32:38,peer3,corp-workstation-7,git.orchid.example,internal,GET,37669,chrome.exe,curl/8.0
2026-01-03T03:01:11,engineer.a,corp-workstation-7,drive.personal.example,personal_cloud_storage,GET,36760,edge.exe,python-requests/2.x
2026-01-03T03:19:08,peer4,corp-laptop-11,artifact.orchid.example,internal,GET,45798,chrome.exe,Mozilla/5.0
2026-01-03T03:49:36,engineer.a,corp-laptop-14,onedrive-personal.example,personal_cloud_storage,GET,13069,edge.exe,Mozilla/5.0
2026-01-03T03:59:41,engineer.a,corp-laptop-22,git.orchid.example,internal,GET,17853,git,Mozilla/5.0
2026-01-03T03:59:56,peer3,corp-laptop-14,artifact.orchid.example,internal,GET,36401,curl,curl/8.0
2026-01-03T04:13:25,peer5,corp-workstation-7,artifact.orchid.example,internal,GET,30017,python,Mozilla/5.0
2026-01-03T04:24:00,peer2,corp-laptop-14,github.com,code_hosting,GET,35419,chrome.exe,Mozilla/5.0
2026-01-03T04:30:43,peer5,corp-workstation-7,box.example,personal_cloud_storage,POST,5254,chrome.exe,Mozilla/5.0
2026-01-03T04:46:13,peer5,corp-laptop-11,github.com,code_hosting,POST,4834,git,Mozilla/5.0
2026-01-03T04:55:01,peer2,corp-laptop-22,github.com,code_hosting,GET,36709,chrome.exe,Mozilla/5.0
2026-01-03T05:42:00,peer1,corp-laptop-11,mail.personal.example,webmail,GET,32908,chrome.exe,Mozilla/5.0
2026-01-03T05:43:12,peer2,corp-workstation-7,github.com,code_hosting,GET,35763,edge.exe,Mozilla/5.0
2026-01-03T05:48:38,peer4,corp-workstation-7,onedrive-personal.example,personal_cloud_storage,GET,38599,chrome.exe,Mozilla/5.0
2026-01-03T06:12:34,engineer.a,corp-laptop-14,git.orchid.example,internal,GET,35871,chrome.exe,Mozilla/5.0
2026-01-03T06:41:20,peer5,corp-workstation-7,github.com,code_hosting,GET,10376,chrome.exe,Mozilla/5.0
2026-01-03T06:58:34,peer3,corp-workstation-7,onedrive-personal.example,personal_cloud_storage,GET,8188,curl,Mozilla/5.0
2026-01-03T07:06:18,peer3,corp-laptop-14,artifact.orchid.example,internal,GET,14632,chrome.exe,Mozilla/5.0
2026-01-03T07:06:57,peer5,corp-laptop-22,drive.personal.example,personal_cloud_storage,GET,35419,chrome.exe,Mozilla/5.0
2026-01-03T07:15:09,peer1,corp-laptop-11,intranet.orchid.example,internal,GET,26843,chrome.exe,Mozilla/5.0
2026-01-03T07:21:21,engineer.a,corp-laptop-14,docs.orchid.example,internal,GET,49128,chrome.exe,Mozilla/5.0
2026-01-03T07:26:46,engineer.a,corp-laptop-14,git.orchid.example,internal,GET,1481,git,Mozilla/5.0
2026-01-03T07:30:40,peer4,corp-laptop-11,drive.personal.example,personal_cloud_storage,GET,45933,chrome.exe,Mozilla/5.0
2026-01-03T07:35:47,peer1,corp-workstation-7,mail.personal.example,webmail,GET,44466,git,Mozilla/5.0
2026-01-03T07:50:20,peer2,corp-laptop-14,docs.orchid.example,internal,GET,313,chrome.exe,Mozilla/5.0
2026-01-03T08:07:06,peer5,corp-laptop-22,stackoverflow.com,web,GET,34411,chrome.exe,Mozilla/5.0
2026-01-03T08:42:35,peer2,corp-laptop-11,drive.personal.example,personal_cloud_storage,GET,26149,chrome.exe,curl/8.0
2026-01-03T08:46:58,peer2,corp-laptop-22,git.orchid.example,internal,GET,16332,python,Mozilla/5.0
2026-01-03T09:26:51,peer4,corp-laptop-22,onedrive-personal.example,personal_cloud_storage,GET,44490,edge.exe,Mozilla/5.0
