timestamp,user,action,space,object_id,data_sensitivity,bytes,device,ip
2026-01-01T01:54:24,peer1,view,general-eng,DOC-0434,internal,4672,corp-workstation-7,10.139.203.28
2026-01-01T01:56:15,peer2,view,general-eng,DOC-1189,internal,17685,corp-laptop-11,10.161.91.109
2026-01-01T01:59:48,peer4,view,oncall-runbooks,DOC-0213,crown_jewel,12213,corp-laptop-11,10.111.51.155
2026-01-01T02:01:40,engineer.a,view,oncall-runbooks,DOC-0869,internal,4473,corp-laptop-11,10.244.43.204
2026-01-01T02:11:11,peer1,view,general-eng,DOC-1057,internal,4977,corp-laptop-22,10.46.69.184
2026-01-01T02:12:04,peer1,view,general-eng,DOC-0158,internal,13799,corp-laptop-22,10.169.77.5
2026-01-01T02:12:17,peer4,view,accelerator-arch,DOC-1186,internal,3852,corp-laptop-11,10.130.82.0
2026-01-01T02:15:23,peer5,view,oncall-runbooks,DOC-1067,internal,15473,corp-workstation-7,10.223.124.34
2026-01-01T02:16:52,peer2,view,general-eng,DOC-0564,internal,17128,corp-laptop-11,10.121.15.86
2026-01-01T02:20:52,peer5,view,ai-orchestrator,DOC-0426,restricted,4043,corp-laptop-14,10.75.194.45
2026-01-01T02:21:31,peer5,view,general-eng,DOC-0238,internal,17081,corp-laptop-14,10.39.229.236
2026-01-01T02:23:48,peer1,view,ai-orchestrator,DOC-0547,restricted,2416,corp-laptop-14,10.249.251.96
2026-01-01T02:26:43,engineer.a,export,hpc-networking,DOC-0784,internal,3908759,corp-laptop-14,10.130.35.9
2026-01-01T02:26:44,engineer.a,view,oncall-runbooks,DOC-0747,internal,9987,corp-laptop-14,10.242.131.67
2026-01-01T02:31:10,engineer.a,view,general-eng,DOC-1198,internal,18512,corp-laptop-22,10.160.99.45
2026-01-01T02:31:31,peer1,view,oncall-runbooks,DOC-1182,restricted,8387,corp-laptop-11,10.150.18.104
2026-01-01T02:32:16,peer5,view,general-eng,DOC-0045,internal,16683,corp-laptop-11,10.97.213.196
2026-01-01T02:39:23,peer1,view,hpc-networking,DOC-0376,internal,15766,corp-workstation-7,10.223.197.229
2026-01-01T02:39:49,peer1,view,general-eng,DOC-0913,internal,2776,corp-laptop-14,10.153.240.104
2026-01-01T02:41:22,peer1,view,oncall-runbooks,DOC-0196,crown_jewel,2022,corp-laptop-14,10.129.70.124
2026-01-01T02:43:17,peer2,view,oncall-runbooks,DOC-0897,crown_jewel,15183,corp-workstation-7,10.143.28.25
2026-01-01T02:43:35,peer2,view,general-eng,DOC-0453,restricted,4454,corp-laptop-14,10.148.117.245
2026-01-01T02:53:02,engineer.a,view,general-eng,DOC-1021,internal,12492,corp-workstation-7,10.216.135.131
2026-01-01T02:53:44,peer1,view,oncall-runbooks,DOC-0873,internal,3807,corp-workstation-7,10.67.45.215
2026-01-01T03:02:47,peer2,view,general-eng,DOC-0361,restricted,11822,corp-workstation-7,10.138.246.229
2026-01-01T03:04:42,engineer.a,view,general-eng,DOC-1106,internal,15201,corp-laptop-22,10.68.203.62
2026-01-01T03:06:14,engineer.a,view,general-eng,DOC-0678,restricted,10566,corp-workstation-7,10.173.133.185
2026-01-01T03:07:49,peer4,view,general-eng,DOC-0880,internal,19459,corp-laptop-14,10.96.55.185
2026-01-01T03:08:39,peer3,view,ai-orchestrator,DOC-0241,internal,6283,corp-workstation-7,10.49.202.53
2026-01-01T03:11:05,peer4,view,hpc-networking,DOC-0124,restricted,5779,corp-workstation-7,10.175.105.138
2026-01-01T03:12:35,peer2,view,accelerator-arch,DOC-0518,internal,8648,corp-laptop-11,10.122.244.168
2026-01-01T03:13:20,peer3,view,general-eng,DOC-1180,internal,13746,corp-workstation-7,10.61.235.18
2026-01-01T03:18:25,peer1,view,hpc-networking,DOC-0511,internal,3745,corp-laptop-11,10.215.189.157
2026-01-01T03:23:53,engineer.a,view,general-eng,DOC-1012,restricted,9066,corp-workstation-7,10.20.213.192
2026-01-01T03:25:16,peer1,view,general-eng,DOC-0982,restricted,8675,corp-workstation-7,10.213.38.211
2026-01-01T03:27:26,engineer.a,view,general-eng,DOC-0847,internal,18661,corp-laptop-22,10.85.2.172
2026-01-01T03:32:48,engineer.a,view,oncall-runbooks,DOC-0667,internal,9882,corp-laptop-22,10.97.32.186
2026-01-01T03:33:45,engineer.a,view,general-eng,DOC-0830,internal,9272,corp-laptop-11,10.120.32.30
2026-01-01T03:35:05,peer1,view,oncall-runbooks,DOC-0319,internal,5211,corp-laptop-22,10.50.234.219
2026-01-01T03:41:11,peer2,view,accelerator-arch,DOC-0405,restricted,12234,corp-workstation-7,10.232.66.136
2026-01-01T03:41:42,peer1,view,general-eng,DOC-0482,internal,13154,corp-laptop-11,10.237.73.250
2026-01-01T03:43:30,engineer.a,view,general-eng,DOC-0064,internal,5474,corp-laptop-14,10.69.25.181
2026-01-01T03:45:43,peer3,view,general-eng,DOC-1182,restricted,8399,corp-laptop-22,10.168.120.18
2026-01-01T03:51:16,peer5,view,oncall-runbooks,DOC-0449,internal,8870,corp-laptop-22,10.251.59.240
2026-01-01T03:52:11,peer3,view,hpc-networking,DOC-0247,restricted,19762,corp-laptop-14,10.78.128.171
2026-01-01T03:54:32,peer1,view,general-eng,DOC-0057,restricted,8110,corp-laptop-14,10.243.185.62
2026-01-01T03:55:01,peer5,view,general-eng,DOC-0970,internal,8625,corp-laptop-11,10.159.74.232
2026-01-01T04:01:00,peer3,view,general-eng,DOC-0235,internal,7872,corp-workstation-7,10.163.78.105
2026-01-01T04:09:00,peer5,view,hpc-networking,DOC-0661,internal,11779,corp-laptop-14,10.127.27.164
2026-01-01T04:13:26,engineer.a,view,oncall-runbooks,DOC-0664,internal,8494,corp-laptop-11,10.156.122.35
2026-01-01T04:13:51,peer2,view,ai-orchestrator,DOC-0074,internal,9173,corp-laptop-22,10.252.217.34
2026-01-01T04:21:06,peer4,view,general-eng,DOC-0448,internal,6742,corp-laptop-22,10.90.102.88
2026-01-01T04:21:37,peer2,view,general-eng,DOC-0212,internal,8180,corp-workstation-7,10.183.61.232
2026-01-01T04:23:14,peer2,view,general-eng,DOC-0223,restricted,13757,corp-laptop-14,10.171.41.110
2026-01-01T04:30:34,peer2,view,accelerator-arch,DOC-0638,crown_jewel,11351,corp-laptop-14,10.129.238.111
2026-01-01T04:31:29,peer3,view,general-eng,DOC-0545,internal,19291,corp-laptop-14,10.184.207.234
2026-01-01T04:32:52,peer5,view,ai-orchestrator,DOC-0735,internal,12736,corp-laptop-14,10.202.176.192
2026-01-01T04:33:15,peer1,view,general-eng,DOC-0022,restricted,4812,corp-laptop-14,10.216.222.213
2026-01-01T04:33:39,peer5,view,oncall-runbooks,DOC-1031,internal,6559,corp-workstation-7,10.179.156.17
2026-01-01T04:45:17,peer5,view,general-eng,DOC-0505,internal,10963,corp-laptop-11,10.148.39.96
2026-01-01T04:45:24,peer1,view,general-eng,DOC-0119,internal,12515,corp-laptop-11,10.87.70.121
2026-01-01T04:46:48,peer2,view,general-eng,DOC-1023,restricted,3861,corp-laptop-11,10.176.134.36
2026-01-01T04:47:39,peer4,view,general-eng,DOC-0038,internal,12135,corp-laptop-14,10.182.173.117
2026-01-01T04:51:00,peer1,view,ai-orchestrator,DOC-0069,internal,10431,corp-workstation-7,10.66.32.11
2026-01-01T04:57:23,peer3,view,ai-orchestrator,DOC-0370,internal,13708,corp-laptop-11,10.28.75.251
2026-01-01T04:59:31,peer3,view,general-eng,DOC-0875,restricted,16578,corp-laptop-11,10.22.35.100
2026-01-01T05:01:02,engineer.a,view,general-eng,DOC-0561,restricted,4947,corp-laptop-22,10.42.106.213
2026-01-01T05:05:40,peer2,view,oncall-runbooks,DOC-0929,internal,13633,corp-laptop-11,10.43.214.227
2026-01-01T05:09:51,peer2,view,general-eng,DOC-0557,restricted,5518,corp-workstation-7,10.173.6.54
2026-01-01T05:10:18,peer2,view,general-eng,DOC-0420,crown_jewel,4360,corp-workstation-7,10.50.95.159
2026-01-01T05:10:22,peer2,view,general-eng,DOC-1167,internal,15756,corp-workstation-7,10.116.116.219
2026-01-01T05:12:21,peer3,view,accelerator-arch,DOC-0339,restricted,9775,corp-workstation-7,10.196.137.187
2026-01-01T05:18:32,peer2,view,hpc-networking,DOC-1006,restricted,15149,corp-laptop-11,10.16.6.239
2026-01-01T05:19:18,peer5,view,general-eng,DOC-1080,internal,16893,corp-workstation-7,10.151.245.150
2026-01-01T05:23:09,peer4,view,general-eng,DOC-0653,internal,13592,corp-laptop-14,10.155.161.198
2026-01-01T05:27:49,peer3,view,accelerator-arch,DOC-0650,internal,7504,corp-laptop-14,10.157.137.193
2026-01-01T05:40:51,peer5,view,general-eng,DOC-0165,internal,3212,corp-laptop-11,10.237.194.31
2026-01-01T05:45:55,peer1,view,general-eng,DOC-0761,restricted,7207,corp-workstation-7,10.65.117.149
2026-01-01T05:46:37,peer2,view,oncall-runbooks,DOC-1159,internal,16253,corp-laptop-11,10.217.47.237
2026-01-01T05:48:21,engineer.a,view,general-eng,DOC-0494,internal,13697,corp-laptop-14,10.56.141.137
2026-01-01T05:50:51,peer1,view,general-eng,DOC-0601,internal,16336,corp-laptop-22,10.0.252.6
2026-01-01T05:52:37,engineer.a,view,general-eng,DOC-0069,internal,19427,corp-laptop-11,10.30.196.215
2026-01-01T05:54:03,peer3,view,general-eng,DOC-0105,internal,15582,corp-laptop-11,10.24.105.119
2026-01-01T06:04:52,engineer.a,view,general-eng,DOC-0061,internal,3710,corp-laptop-22,10.157.42.43
2026-01-01T06:05:16,peer1,view,general-eng,DOC-0223,restricted,11963,corp-laptop-22,10.101.191.172
2026-01-01T06:08:09,engineer.a,download,oncall-runbooks,DOC-0806,restricted,4517642,corp-laptop-14,10.43.143.81
2026-01-01T06:14:54,peer1,view,general-eng,DOC-0717,internal,6364,corp-laptop-11,10.122.220.174
2026-01-01T06:19:10,peer5,view,general-eng,DOC-0074,internal,8598,corp-workstation-7,10.132.67.117
2026-01-01T06:30:11,engineer.a,view,general-eng,DOC-1021,internal,4209,corp-laptop-14,10.121.150.8
2026-01-01T06:36:55,peer3,view,oncall-runbooks,DOC-0163,restricted,11241,corp-workstation-7,10.237.57.102
2026-01-01T06:38:45,peer2,view,general-eng,DOC-1194,internal,11226,corp-workstation-7,10.235.107.248
2026-01-01T06:44:07,peer1,view,accelerator-arch,DOC-0338,internal,16361,corp-laptop-14,10.110.38.200
2026-01-01T06:44:09,peer1,view,general-eng,DOC-1025,internal,10240,corp-laptop-14,10.228.197.253
2026-01-01T06:51:54,peer2,view,oncall-runbooks,DOC-0240,internal,3697,corp-laptop-22,10.221.32.180
2026-01-01T06:56:59,peer3,view,ai-orchestrator,DOC-0912,internal,19000,corp-laptop-22,10.39.192.125
2026-01-01T06:58:23,peer5,view,oncall-runbooks,DOC-0574,internal,4019,corp-laptop-22,10.234.174.194
2026-01-01T07:00:55,peer5,view,oncall-runbooks,DOC-0198,restricted,14747,corp-laptop-22,10.155.54.78
2026-01-01T07:04:38,peer5,view,general-eng,DOC-0311,internal,8822,corp-laptop-14,10.101.238.66
2026-01-01T07:06:04,peer5,view,general-eng,DOC-0407,internal,17071,corp-laptop-11,10.9.184.94
2026-01-01T07:06:40,peer3,view,ai-orchestrator,DOC-0247,restricted,3043,corp-laptop-22,10.242.195.102
2026-01-01T07:08:16,peer5,view,general-eng,DOC-0642,internal,18774,corp-laptop-22,10.173.231.248
2026-01-01T07:11:06,peer5,view,oncall-runbooks,DOC-0627,internal,18413,corp-laptop-11,10.89.14.181
2026-01-01T07:11:33,engineer.a,export,ai-orchestrator,DOC-0213,crown_jewel,819435,corp-laptop-14,10.15.143.63
2026-01-01T07:14:36,engineer.a,view,general-eng,DOC-0544,restricted,17852,corp-workstation-7,10.114.107.226
2026-01-01T07:16:59,peer4,view,general-eng,DOC-0861,internal,13755,corp-workstation-7,10.25.217.14
2026-01-01T07:22:51,engineer.a,view,general-eng,DOC-0680,internal,2131,corp-workstation-7,10.70.43.179
2026-01-01T07:25:34,peer5,view,accelerator-arch,DOC-0246,internal,14803,corp-laptop-11,10.21.50.70
2026-01-01T07:27:46,peer2,view,oncall-runbooks,DOC-1124,crown_jewel,18408,corp-laptop-14,10.72.15.1
2026-01-01T07:30:06,peer5,view,ai-orchestrator,DOC-0993,restricted,3725,corp-laptop-22,10.53.221.212
2026-01-01T07:32:00,engineer.a,view,general-eng,DOC-1084,internal,2264,corp-workstation-7,10.210.180.218
2026-01-01T07:32:48,engineer.a,view,oncall-runbooks,DOC-0461,restricted,10894,corp-laptop-14,10.29.14.18
2026-01-01T07:34:09,engineer.a,view,hpc-networking,DOC-0531,internal,15288,corp-laptop-11,10.138.28.99
2026-01-01T07:35:48,peer5,view,oncall-runbooks,DOC-0317,restricted,18921,corp-laptop-14,10.90.143.97
2026-01-01T07:36:40,peer5,view,ai-orchestrator,DOC-1004,internal,18464,corp-laptop-22,10.253.54.89
2026-01-01T07:41:27,peer1,view,general-eng,DOC-0382,internal,5201,corp-workstation-7,10.53.13.94
2026-01-01T07:49:17,peer1,view,general-eng,DOC-0185,crown_jewel,7050,corp-laptop-14,10.130.13.57
2026-01-01T07:55:29,peer3,view,general-eng,DOC-0776,internal,17415,corp-laptop-11,10.19.224.195
2026-01-01T07:56:08,peer3,view,general-eng,DOC-0530,crown_jewel,15877,corp-laptop-14,10.215.211.118
2026-01-01T08:00:01,peer1,view,general-eng,DOC-0274,internal,6443,corp-laptop-11,10.123.12.126
2026-01-01T08:07:15,peer3,view,general-eng,DOC-0897,crown_jewel,6258,corp-laptop-14,10.44.49.143
2026-01-01T08:12:51,peer2,view,general-eng,DOC-0318,internal,9536,corp-laptop-14,10.204.226.8
2026-01-01T08:36:29,peer2,view,general-eng,DOC-0528,crown_jewel,9767,corp-laptop-11,10.161.96.236
2026-01-01T08:42:03,peer1,view,ai-orchestrator,DOC-0492,internal,7232,corp-laptop-11,10.145.42.93
2026-01-01T08:52:10,peer5,view,general-eng,DOC-0785,internal,3244,corp-workstation-7,10.43.177.17
2026-01-01T08:53:00,peer5,download,hpc-networking,DOC-0191,internal,3118584,corp-laptop-11,10.236.31.35
2026-01-01T08:55:43,peer2,view,hpc-networking,DOC-0584,internal,6654,corp-laptop-11,10.26.210.88
2026-01-01T09:01:57,engineer.a,view,oncall-runbooks,DOC-0006,internal,14919,corp-laptop-11,10.242.108.30
2026-01-01T09:05:12,peer4,view,general-eng,DOC-1177,internal,8102,corp-workstation-7,10.83.83.22
2026-01-01T09:05:50,peer1,view,general-eng,DOC-0107,internal,15350,corp-laptop-22,10.186.136.199
2026-01-01T09:05:57,peer3,view,oncall-runbooks,DOC-0635,internal,6047,corp-workstation-7,10.239.112.61
2026-01-01T09:07:15,peer5,view,ai-orchestrator,DOC-1198,internal,14439,corp-laptop-22,10.86.122.213
2026-01-01T09:07:23,peer1,view,oncall-runbooks,DOC-0143,restricted,2029,corp-workstation-7,10.233.155.18
2026-01-01T09:16:18,engineer.a,view,general-eng,DOC-0283,internal,18035,corp-laptop-11,10.78.135.250
2026-01-01T09:16:19,peer2,view,general-eng,DOC-0234,internal,9047,corp-laptop-14,10.22.184.19
2026-01-01T09:21:26,peer4,view,general-eng,DOC-1095,internal,19577,corp-laptop-14,10.47.180.76
2026-01-01T09:39:40,peer1,view,ai-orchestrator,DOC-0651,internal,10178,corp-laptop-14,10.27.217.95
2026-01-01T09:39:54,peer1,view,general-eng,DOC-0411,restricted,10358,corp-workstation-7,10.65.32.210
2026-01-01T09:45:40,engineer.a,view,general-eng,DOC-0713,internal,19939,corp-laptop-11,10.237.241.22
2026-01-01T09:50:28,peer3,view,general-eng,DOC-0890,restricted,17512,corp-laptop-22,10.163.188.176
2026-01-01T09:57:36,engineer.a,view,general-eng,DOC-1024,internal,16032,corp-laptop-11,10.230.76.180
2026-01-01T09:57:54,engineer.a,view,ai-orchestrator,DOC-0447,internal,14032,corp-laptop-14,10.129.93.127
2026-01-01T09:59:34,peer3,view,accelerator-arch,DOC-1135,internal,11699,corp-workstation-7,10.133.220.56
2026-01-01T10:02:27,engineer.a,view,general-eng,DOC-0694,restricted,6634,corp-laptop-22,10.112.239.40
2026-01-01T10:03:45,peer1,view,general-eng,DOC-1132,internal,2224,corp-laptop-14,10.202.91.132
2026-01-01T10:05:11,peer3,view,hpc-networking,DOC-0283,internal,12109,corp-workstation-7,10.1.109.251
2026-01-01T10:05:49,peer3,view,hpc-networking,DOC-0561,restricted,15594,corp-laptop-14,10.203.214.175
2026-01-01T10:11:58,peer2,view,general-eng,DOC-0154,restricted,9517,corp-laptop-14,10.30.224.202
2026-01-01T10:12:08,peer4,view,oncall-runbooks,DOC-0223,restricted,6866,corp-laptop-11,10.227.233.108
2026-01-01T10:16:16,peer5,view,hpc-networking,DOC-0393,internal,17567,corp-workstation-7,10.10.38.205
2026-01-01T10:16:20,peer1,view,accelerator-arch,DOC-0490,internal,13833,corp-workstation-7,10.40.174.119
2026-01-01T10:17:54,peer5,view,general-eng,DOC-0647,restricted,19760,corp-laptop-11,10.116.4.23
2026-01-01T10:22:49,peer3,view,hpc-networking,DOC-0730,internal,15893,corp-laptop-22,10.96.188.212
2026-01-01T10:24:11,peer3,view,ai-orchestrator,DOC-0940,restricted,13056,corp-laptop-11,10.63.216.18
2026-01-01T10:25:18,peer5,view,oncall-runbooks,DOC-0182,internal,2891,corp-laptop-11,10.241.211.65
2026-01-01T10:34:08,peer1,view,accelerator-arch,DOC-0823,internal,14614,corp-laptop-11,10.245.155.92
2026-01-01T10:35:21,peer3,view,oncall-runbooks,DOC-0225,restricted,11494,corp-laptop-11,10.189.11.209
2026-01-01T10:38:57,peer5,view,ai-orchestrator,DOC-0675,internal,2536,corp-laptop-22,10.20.184.212
2026-01-01T10:39:16,peer1,view,oncall-runbooks,DOC-1017,internal,17371,corp-workstation-7,10.82.218.138
2026-01-01T10:48:39,peer2,view,general-eng,DOC-0677,internal,17197,corp-laptop-14,10.92.0.2
2026-01-01T10:50:42,peer3,download,oncall-runbooks,DOC-0753,internal,4470609,corp-laptop-14,10.151.230.85
2026-01-01T10:56:43,peer2,view,oncall-runbooks,DOC-0766,internal,15869,corp-laptop-22,10.76.88.110
2026-01-01T11:03:27,engineer.a,view,accelerator-arch,DOC-1041,internal,16565,corp-workstation-7,10.165.141.245
2026-01-01T11:03:30,peer1,view,general-eng,DOC-0230,internal,4708,corp-laptop-22,10.12.81.35
2026-01-01T11:06:08,peer5,view,general-eng,DOC-1047,internal,4150,corp-workstation-7,10.24.179.59
2026-01-01T11:07:45,peer5,view,accelerator-arch,DOC-0739,internal,14209,corp-laptop-14,10.190.63.131
2026-01-01T11:08:02,peer4,view,oncall-runbooks,DOC-0626,internal,15214,corp-laptop-14,10.54.241.219
2026-01-01T11:09:37,peer1,view,general-eng,DOC-0635,internal,11573,corp-laptop-22,10.47.214.252
2026-01-01T11:13:42,peer5,view,general-eng,DOC-1072,internal,5663,corp-laptop-14,10.134.141.190
2026-01-01T11:17:16,peer5,view,general-eng,DOC-0658,internal,7130,corp-laptop-11,10.226.124.7
2026-01-01T11:18:13,peer5,view,accelerator-arch,DOC-0188,internal,15751,corp-workstation-7,10.80.222.65
2026-01-01T11:28:08,engineer.a,view,general-eng,DOC-0726,restricted,6186,corp-workstation-7,10.93.128.93
2026-01-01T11:28:54,peer2,view,ai-orchestrator,DOC-0299,internal,7549,corp-workstation-7,10.32.180.140
2026-01-01T11:30:54,peer4,view,oncall-runbooks,DOC-0350,restricted,10547,corp-laptop-14,10.33.52.13
2026-01-01T11:34:37,peer5,view,oncall-runbooks,DOC-1106,internal,3579,corp-laptop-11,10.29.149.237
2026-01-01T11:43:38,peer4,view,ai-orchestrator,DOC-0410,restricted,16857,corp-laptop-22,10.199.45.114
2026-01-01T11:47:24,peer1,view,oncall-runbooks,DOC-0321,internal,4590,corp-laptop-22,10.224.233.24
2026-01-01T11:51:48,peer2,download,hpc-networking,DOC-0489,internal,3829155,corp-laptop-11,10.140.252.27
2026-01-01T11:55:33,engineer.a,view,ai-orchestrator,DOC-0099,crown_jewel,3209,corp-workstation-7,10.51.141.4
2026-01-01T11:59:08,peer5,view,general-eng,DOC-0501,internal,18530,corp-workstation-7,10.88.27.99
2026-01-01T12:00:57,peer5,view,oncall-runbooks,DOC-0482,internal,4702,corp-laptop-22,10.211.240.13
2026-01-01T12:03:51,peer4,download,accelerator-arch,DOC-0183,internal,3061505,corp-workstation-7,10.144.123.210
2026-01-01T12:06:04,peer4,view,general-eng,DOC-1120,restricted,7662,corp-laptop-14,10.197.17.195
2026-01-01T12:06:09,peer1,view,ai-orchestrator,DOC-0562,internal,8528,corp-workstation-7,10.196.33.84
2026-01-01T12:06:09,peer2,download,general-eng,DOC-0431,crown_jewel,2331610,corp-laptop-14,10.148.121.119
2026-01-01T12:07:35,peer3,view,general-eng,DOC-1030,internal,9111,corp-laptop-11,10.200.245.232
2026-01-01T12:07:41,peer2,view,general-eng,DOC-0579,internal,13485,corp-laptop-11,10.186.154.232
2026-01-01T12:17:21,peer2,view,general-eng,DOC-1137,restricted,6042,corp-laptop-11,10.105.248.62
2026-01-01T12:24:25,peer5,view,hpc-networking,DOC-0874,internal,2027,corp-laptop-14,10.252.219.180
2026-01-01T12:28:26,peer5,view,general-eng,DOC-0397,internal,2906,corp-laptop-11,10.36.95.49
2026-01-01T12:29:27,peer2,view,general-eng,DOC-0521,internal,14422,corp-laptop-22,10.41.159.170
2026-01-01T12:31:30,peer4,view,hpc-networking,DOC-0811,restricted,13058,corp-workstation-7,10.95.83.166
2026-01-01T12:31:45,peer4,view,general-eng,DOC-0973,restricted,2825,corp-laptop-14,10.220.121.158
2026-01-01T12:32:02,peer2,view,ai-orchestrator,DOC-0711,restricted,5392,corp-workstation-7,10.87.47.24
2026-01-01T12:32:28,engineer.a,view,general-eng,DOC-1177,internal,11167,corp-laptop-14,10.17.157.1
2026-01-01T12:35:34,peer5,view,accelerator-arch,DOC-1043,internal,14761,corp-laptop-14,10.39.219.191
2026-01-01T12:37:11,engineer.a,view,oncall-runbooks,DOC-0761,restricted,16449,corp-laptop-22,10.224.121.251
2026-01-01T12:38:33,peer3,view,general-eng,DOC-0867,internal,17479,corp-workstation-7,10.237.82.51
2026-01-01T12:39:39,peer3,view,ai-orchestrator,DOC-0153,internal,19737,corp-workstation-7,10.14.58.26
2026-01-01T12:46:42,peer2,view,oncall-runbooks,DOC-0309,internal,19471,corp-laptop-11,10.46.152.26
2026-01-01T12:47:01,peer1,view,general-eng,DOC-0871,internal,6818,corp-laptop-11,10.182.250.38
2026-01-01T12:48:49,peer5,view,general-eng,DOC-0021,internal,8819,corp-workstation-7,10.149.67.246
2026-01-01T12:54:00,peer5,view,general-eng,DOC-0934,internal,3821,corp-laptop-14,10.69.215.134
2026-01-01T12:56:04,peer2,view,general-eng,DOC-0858,internal,10364,corp-workstation-7,10.93.104.55
2026-01-01T12:58:44,peer2,view,oncall-runbooks,DOC-0997,internal,13143,corp-laptop-11,10.92.240.159
2026-01-01T13:05:56,peer3,view,general-eng,DOC-1154,internal,10506,corp-laptop-22,10.127.21.158
2026-01-01T13:11:16,peer3,download,general-eng,DOC-0181,internal,4050957,corp-laptop-22,10.168.50.152
2026-01-01T13:16:57,peer4,view,ai-orchestrator,DOC-0149,crown_jewel,8191,corp-laptop-14,10.75.205.231
2026-01-01T13:22:38,peer3,view,oncall-runbooks,DOC-0562,internal,11236,corp-workstation-7,10.150.46.108
2026-01-01T13:28:09,peer2,view,general-eng,DOC-0906,crown_jewel,6872,corp-laptop-14,10.133.41.80
2026-01-01T13:33:42,peer2,view,hpc-networking,DOC-0683,restricted,15948,corp-laptop-14,10.126.54.136
2026-01-01T13:37:38,peer2,view,general-eng,DOC-0944,restricted,17850,corp-laptop-11,10.252.95.216
2026-01-01T13:37:49,peer2,view,general-eng,DOC-0350,restricted,13857,corp-workstation-7,10.141.94.81
2026-01-01T13:38:12,peer2,view,general-eng,DOC-0936,internal,5485,corp-laptop-11,10.212.156.22
